name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,score,score_breakdown,exclusion_reason,tier
Eurofins BioPharma Product Testing Germany,DEU,Krailling,339,"bioprocess_vendors,veterinary_pharma",crustdata+research,Pharmaceutical Manufacturing / Welcome to the corporate page of the Eurofins BioPharma Product Testing (BPT) la,-8.130081300813007% growth,https://www.eurofins.de/biopharma-product-testing/,,7,industry=2/3 capability=2/2 size=2/2 trigger=1/2,industrial_false_positive,Excluded
BioSpring GmbH,DEU,Frankfurt,338,cdmo_classic,crustdata,"Pharmaceutical Manufacturing / BioSpring GmbH is one of the pioneers in the oligonucleotide CDMO industry, with",-14.430379746835442% growth,https://www.biospring.net,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,,Tier 1
Henry Schein Animal Health Deutschland GmbH,DEU,Hamburg + Munich logistics,~330 (DACH distribution + repack),veterinary_pharma,research,"Distribution + private-label vet pharma, repackaging GMP",Hamburg GMP repack expansion 2024 (EUR 6 m),https://www.henryschein.de,,7,industry=2/3 capability=1/2 size=2/2 trigger=2/2,industrial_false_positive,Excluded
Saltigo,DEU,Germany,329,oncology_hpapi,crustdata,chemical manufacturing / Saltigo is a 100% subsidiary and business unit of the specialty chemicals compan,,http://www.saltigo.com,,7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,,Tier 1
Pharmalys Laboratories,CHE,Hochdorf,327,cdmo_classic,crustdata,"Pharmaceutical Manufacturing / At Pharmalys Laboratories, we take pride in our Swiss heritage and our commitmen",7.213114754098362% growth,https://www.pharmalyslabs.com,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,industrial_false_positive,Excluded
KD Pharma Group,CHE,Bioggio,326,cdmo_classic,crustdata,Pharmaceutical Manufacturing / KD Pharma Group | Creating Health SolutionsThe KD Pharma Group is a CDMO that de,-0.911854103343465% growth,https://www.kdpharmagroup.com,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,industrial_false_positive,Excluded
LTS Lohmann Therapie-Systeme AG,DEU,Andernach,324,cdmo_classic,crustdata,"Pharmaceutical Manufacturing / At LTS, our purpose drives everything we do: We CARE for patients, our partners ",5.88235294117647% growth,http://www.ltslohmann.com,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,,Tier 1
Adragos Pharma,DEU,Munich,304,"cdmo_classic,medical_cannabis,vaccines",crustdata+research+research,Pharmaceutical Manufacturing / Adragos Pharma is an internationally operating contract development and manufact,11.355311355311356% growth,https://www.adragos-pharma.com/,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,,Tier 1
Zentiva Pharma GmbH (DE site),DEU,Frankfurt am Main,~300,sterile_generics,research,"Generic sterile injectables, hospital products",,https://www.zentiva.com,,7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,,Tier 1
Friedrich-Loeffler-Institut,DEU,Greifswald,296,"academic_gmp,veterinary_pharma",crustdata+research+research,"Research Services / As Federal Research Institute for Animal Health, the Friedrich-Loeffler-Institut",EUR 300 m BSL-4 expansion 2024-2027 (federal),http://www.fli.de,,7,industry=2/3 capability=1/2 size=2/2 trigger=2/2,industrial_false_positive,Excluded
nilo,DEU,Berlin,276,oncology_hpapi,crustdata,mental health care / nilo delivers high-quality mental health support that creates real impact – for ,,https://nilohealth.com,,7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,industrial_false_positive,Excluded
ADA Cosmetics,DEU,Kehl,259,oncology_hpapi,crustdata,personal care product manufacturing / ADA Cosmetics has been developing and producing high-end cosmetics and dispensin,,https://ada-cosmetics.com,,7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,industrial_false_positive,Excluded
Fraunhofer IZI,DEU,Leipzig,258,"academic_gmp,atmp_cell_gene",crustdata+research+research,Biotechnology Research / The Fraunhofer Institute for Cell Therapy and Immunology IZI investigates and de,2024 ATMP-Sachsen cluster lead; new vector hall,http://www.izi.fraunhofer.de,"oncology_celltherapy,oncology_general",7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,,Tier 1
Losan Pharma GmbH,DEU,Neuenburg,256,cdmo_classic,crustdata,Pharmaceutical Manufacturing / Your business partner in Pharma Technology.Contract Manufacturing in compliance ,3.225806451612903% growth,https://www.losan-pharma.de/,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,,Tier 1
Pint Pharma,AUT,Vienna,256,specialty_orphan,crustdata,Pharmaceutical Manufacturing / Pint Pharma is a biopharmaceutical company that specialises in the commercialisa,-0.7751937984496124% growth,http://www.pint-pharma.com,oncology_general,7,industry=2/3 capability=2/2 size=2/2 trigger=1/2,,Tier 1
Polichem / Almirall Hermal sterile site,DEU,Reinbek,~250,sterile_generics,research,Dermo sterile injectables / topicals,,https://www.almirall.com,,7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,,Tier 1
Resilience (ex-Apceth Bio),DEU,Munich / Ottobrunn,~250 (DE),atmp_cell_gene,research,"Autologous CAR-T, gene-modified MSCs, viral vector","2024 Resilience integration, capacity ramp for client CAR-T programs",https://resilience.com,oncology_celltherapy,7,industry=3/3 capability=2/2 size=2/2 trigger=0/2,,Tier 1
Haema Blood Donation Service,DEU,Leipzig,223,plasma_fractionation,crustdata,Pharmaceutical Manufacturing / In Haema everyone has a job with a cause!Are you passionate about making a diffe,10.396039603960396% growth,https://www.haema.de/karriere/,,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2,,Tier 1
MorphoSys,DEU,Krailling,208,late_stage_biotech,crustdata,"Biotechnology Research / For additional information on our community guidelines, please visit https://www",-45.69190600522193% growth,http://www.morphosys.com,oncology_general,7,industry=3/3 capability=1/2 size=2/2 trigger=1/2 [manual override],,Tier 2
Axolabs,DEU,Kulmbach,199,atmp_cell_gene,crustdata,Biotechnology Research / Axolabs specialises in a new class of drugs whose active ingredients are chemica,4.18848167539267% growth,http://www.axolabs.com,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Coriolis Pharma,DEU,Krailling,185,"atmp_cell_gene,cdmo_classic,vaccines",crustdata,Pharmaceutical Manufacturing / Coriolis Pharma is a globally operating and science driven contract research and,5.714285714285714% growth,https://www.coriolis-pharma.com,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Richter BioLogics,DEU,Hamburg,180,"cdmo_classic,vaccines",crustdata,Biotechnology Research / Richter BioLogics is a world-class and expanding cGMP contract manufacturer (CDM,2.857142857142857% growth,https://www.richterbiologics.eu,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Miltenyi Biomedicine,DEU,Bergisch Gladbach,173,atmp_cell_gene,crustdata,Pharmaceutical Manufacturing / Miltenyi Biomedicine is a biopharmaceutical company that develops innovative cel,28.14814814814815% growth,http://www.miltenyibiomedicine.com,"oncology_celltherapy,oncology_general",7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Cerbios-Pharma SA,CHE,Lugano,163,"cdmo_classic,oncology_hpapi,plasma_fractionation,veterinary_pharma",crustdata,"Pharmaceutical Manufacturing / Cerbios-Pharma SA | A HAS Group CompanyWe are a leading CDMO, uniquely integrati",0.0% growth,http://www.cerbios.ch,"adc,cytostatika_hpapi,oncology_general",7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Single Use Support,AUT,Kufstein,162,"bioprocess_vendors,cdmo_classic,vaccines",crustdata+research+research,Biotechnology Research / Pioneering Biopharma: Single Use Support provides innovative fluid and cold chai,14.893617021276595% growth,https://www.susupport.com,adc,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,direct_competitor,Excluded
BA.Unternehmensgruppe,DEU,Ibbenbüren,153,sterile_generics,crustdata,Pharmaceutical Manufacturing / Die BA.Unternehmensgruppe agiert als Hersteller & Händler hochsensibler und oftm,8.51063829787234% growth,http://www.ba-unternehmensgruppe.de,cytostatika_hpapi,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
ABX advanced biochemical compounds GmbH,DEU,Germany,150,cdmo_classic,crustdata,Pharmaceutical Manufacturing / ABX advanced biochemical compounds is a global frontrunner in radiopharmaceutica,7.142857142857142% growth,https://abx.de/mandatory-information,radiopharma,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
CO.DON / Tetec / B. Braun cell therapy,DEU,Reutlingen / Teltow,~150,"atmp_cell_gene,specialty_orphan",research,"Autologous chondrocytes (Spherox, ATMP — own GMP plant)",2024 commercial scale-up under B. Braun,https://www.codon.de,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
AC Immune,CHE,Écublens,143,late_stage_biotech,crustdata+research,Biotechnology Research / AC Immune SA is a clinical-stage biopharmaceutical company and a global leader i,One Phase 3 program in pipeline; multiple Phase 2 readouts 2024–2026,http://www.acimmune.com,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2 [manual override],,Tier 2
Medipolis,DEU,Jena,127,sterile_generics,crustdata,"Pharmaceutical Manufacturing / Wir sind ein mittelständisches Familienunternehmen mit Hauptsitz in Jena, das na",9.482758620689655% growth,https://www.medipolis.de/,cytostatika_hpapi,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Neovii,CHE,Rapperswil,123,atmp_cell_gene,crustdata,Biotechnology / Neovii is a global leader in polyclonal antibody immunosuppressive therapy used ,7.894736842105263% growth,http://www.neovii.com,oncology_general,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
ProtaGene,DEU,Heilbronn,123,atmp_cell_gene,crustdata,Biotechnology Research / ProtaGene is a world-leading CRO partner for the biopharmaceutical and gene and ,-11.510791366906476% growth,http://protagene.com,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
TICEBA / Rheacell,DEU,Heidelberg,~120,atmp_cell_gene,research,Allogeneic ABCB5+ MSC (skin-derived),"2024 Phase 3 EB readout, 2025 BLA prep",https://www.rheacell.com,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,,Tier 1
Cryo-Save Group,CHE,Freienbach,117,atmp_cell_gene,crustdata,Biotechnology Research / CRYOSAVE is the largest family stem cell bank in Europe. The flagship laboratory,0.0% growth,http://www.cryosave.com/,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,industrial_false_positive,Excluded
Selectavet Dr. Otto Fischer GmbH (WDT group),DEU,Weyarn (Bavaria),~110 (>200 incl. WDT integration),veterinary_pharma,research,"Specialty vet pharma, dermatology, ophthalmology, equine","Weyarn cleanroom expansion 2024 (EUR 8 m, internal)",https://www.selectavet.de,,7,industry=2/3 capability=2/2 size=1/2 trigger=2/2,industrial_false_positive,Excluded
Evolvus Inc.,DEU,Frankfurt,108,atmp_cell_gene,crustdata,Biotechnology / Evolvus is a leading global provider of innovative data-driven solutions and pro,13.684210526315791% growth,http://www.evolvus.com,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,industrial_false_positive,Excluded
MIKROGEN GmbH,DEU,Neuried,106,atmp_cell_gene,crustdata,Biotechnology Research / MIKROGEN is a global provider of system solutions for medical laboratory diagnos,-1.8518518518518516% growth,http://www.mikrogen.de,,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2,industrial_false_positive,Excluded
Tubulis GmbH,DEU,Munich,103,"atmp_cell_gene,late_stage_biotech,oncology_hpapi",crustdata+research+research+research+research,biotechnology research / Tubulis® generates uniquely matched protein-drug conjugates by combining proprie,€308M Series C Oct 2025; Ph1/2 ongoing; Gilead acquisition announced Apr 2026 ($3.1B upfront),http://www.tubulis.com,adc,7,industry=3/3 capability=2/2 size=1/2 trigger=1/2 [manual override],,Tier 2
Cevec Pharmaceuticals (Cytiva),DEU,Cologne,~80,atmp_cell_gene,research,"AAV, lentivirus (ELEVECTA cell line)",Integrated into Cytiva's Marlborough viral-vector hub; Cologne PD center expansion 2024,https://www.cytiva.com/news-center,,7,industry=3/3 capability=2/2 size=0/2 trigger=2/2,,Tier 1
PlasmidFactory,DEU,Bielefeld,~50,atmp_cell_gene,research,Plasmid DNA (research + GMP),Bielefeld GMP suite expansion 2024,https://www.plasmidfactory.com/news/,,7,industry=3/3 capability=2/2 size=0/2 trigger=2/2,,Tier 1
Eckert & Ziegler Radiopharma,DEU,Berlin,,late_stage_biotech,research,Radiopharma CDMO + own pipeline,New cGMP suite Berlin commissioning; Wilmington/Jintan mirror sites operational 2025,https://www.businesswire.com/news/home/20210414005367/en/Eckert-Ziegler-to-Build-cGMP-Facility-for-Radiopharmaceutical-Services-in-Berlin,radiopharma,7,industry=3/3 capability=2/2 size=0/2 trigger=2/2,,Tier 1
Roche,CHE,Basel,103249,"atmp_cell_gene,late_stage_biotech",crustdata+research+research,Biotechnology Research / Roche is a global pioneer in pharmaceuticals and diagnostics focused on advancin,Kaiseraugst CHF 1.2B drug-product expansion incl. CGT fill-finish 2024–26,http://www.roche.com/,oncology_general,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2 [manual override],,Tier 1
Sandoz,CHE,Basel,17414,"atmp_cell_gene,originator_pharma,sterile_generics",crustdata+research+research+research+research,"Pharmaceutical Manufacturing / Sandoz is the global leader in generic and biosimilar medicines, with a growth s",EUR 250M Kundl penicillin expansion (last EU producer) co-funded by Austrian govt; biosimilar fill line Schaftenau,https://www.sandoz.com,oncology_general,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Merck Life Science,DEU,Darmstadt,8513,"bioprocess_vendors,cdmo_classic",crustdata+research,"Biotechnology Research / Together with our colleagues, customers and stakeholders, we impact life and hea",2.988144205177837% growth,http://www.sigmaaldrich.com,,6,industry=3/3 capability=1/2 size=1/2 trigger=1/2,direct_competitor,Excluded
"Merck KGaA, Darmstadt, Germany",DEU,Darmstadt,7224,originator_pharma,crustdata+research,"Pharmaceutical Manufacturing / We are Merck KGaA, Darmstadt, Germany and its global affiliates. We are a leadin",EUR 300M Darmstadt biotech expansion 2024; EUR 590M global Life Science incl. Darmstadt,http://www.emdgroup.com,oncology_general,6,industry=2/3 capability=1/2 size=1/2 trigger=2/2,,Tier 2
Sanofi-Aventis Deutschland GmbH,DEU,Frankfurt am Main (Höchst Industriepark),"~6,800","originator_pharma,vaccines",research,"Diabetes (insulin glargine/Lantus, Toujeo), vaccines fill-finish",EUR 1.3B+ on Frankfurt insulin & biologics expansion incl. new fill-finish line announced 2024,https://www.sanofi.com/en/media-room/press-releases/2024/2024-02-08-frankfurt-investment,,6,industry=2/3 capability=2/2 size=1/2 trigger=1/2,,Tier 2
BioNTech SE,DEU,Mainz,5093,"atmp_cell_gene,late_stage_biotech,vaccines",crustdata+research+research+research,Biotechnology Research / Biopharmaceutical New Technologies (BioNTech) is a global biotechnology company ,"Pivotal Ph3 PFS hit (China BC, 2025); FDA BLA submission planned 2026 (endometrial); first oncology launch targeted 2026",https://www.biontech.com/int/en/home.html,"immuno_oncology,oncology_celltherapy,oncology_general",6,industry=3/3 capability=2/2 size=1/2 trigger=0/2 [manual override],,Tier 1
Evotec,DEU,Hamburg,4833,cdmo_classic,crustdata,Biotechnology Research / Evotec is a biotechnology company that is committed to advancing drug discovery ,44.05365126676602% growth,http://www.evotec.com,oncology_general,6,industry=3/3 capability=1/2 size=1/2 trigger=1/2,,Tier 2
Boehringer Ingelheim Vetmedica GmbH,DEU,Ingelheim am Rhein,"~3,500 (DE AH)",veterinary_pharma,research,"Vaccines (PRRS, FMD, poultry), parasiticides, sterile injectables, biologicals",EUR 415 m biologicals expansion Ingelheim 2023-2026; new sterile fill-finish line Hannover-Mitte,https://www.boehringer-ingelheim.com/animal-health,,6,industry=2/3 capability=2/2 size=1/2 trigger=1/2 [manual override],,Tier 1
Takeda Vienna Donaustadt,AUT,Vienna,"~3,000 (of ~4,500 AT)",plasma_fractionation,research,"IgG (GAMMAGARD, CUVITRU, HYQVIA), albumin, factor VIII (ADVATE), fibrinogen, AAT (GLASSIA)",Multi-year plasma capacity ramp in Vienna; AHEAD steam heat-pump CO2 project; 7 AT locations expansion,https://www.takeda.com/de-at/what-we-do/plasma-made-in-austria/,,6,industry=3/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
Optima Pharma,DEU,Schwäbisch Hall,"~2,800","bioprocess_vendors,vaccines",research,"Fill-finish lines, isolators, freeze-dryers, syringe/vial machines",,https://www.optima-packaging.com/,cytostatika_hpapi,6,industry=2/3 capability=2/2 size=2/2 trigger=0/2,direct_competitor,Excluded
CordenPharma (Plankstadt/Würzburg),DEU,Plankstadt,"~2,600 (group DE)",vaccines,research,"LNP excipients (PEG-lipids), sterile fill-finish for mRNA vaccines",,https://www.cordenpharma.com/,,6,industry=2/3 capability=2/2 size=2/2 trigger=0/2,,Tier 2
WALA,DEU,Bad Boll,2513,originator_pharma,crustdata,Pharmaceutical Manufacturing / Welcome to a company that has been harvesting the best of nature since 1935.Here,14.696485623003195% growth,http://www.wala.world,,6,industry=2/3 capability=1/2 size=2/2 trigger=1/2,,Tier 2
Biotest AG (Grifols Group),DEU,Dreieich,"~2,500","originator_pharma,plasma_fractionation,specialty_orphan",research,"IgG (Yimmugo, intratect), fibrinogen (Fibrinogen Human Biotest), AAT, albumin, hyperimmune (Trimodulin trial)","""Biotest Next Level"" EUR >250 M, doubled site capacity to 3 M L plasma, ramping to 2026; +300 jobs; Yimmugo FDA Jun 2024, US shipping mid-2025",https://www.biotest.com/de/de/press/news.cfm,,6,industry=3/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
